order_id,firstname,lastname,email,product,quantity,price,city,state,pincode,order_date,payment_method,status
1034,Rahul,Kumar,rahul.kumar@email.com,Charger,,2000,Delhi,GJ,560001,1/13/2025,Upi,Delivered
1035,Priya,Gupta,,Tablet,3,30000,Pune,KA,380001,1/19/2025,Credit Card,Delivered
1036,Anil,Gupta,anil.gupta@email.com,Camera,3,30000,Delhi,MH,,1/11/2025,COD,Pending
1037,Amit,Verma,amit.verma@email.com,Tablet,1,,Delhi,TS,110001,1/14/2025,,Returned
1038,Ravi,Mehta,ravi.mehta@email.com,Keyboard,3,30000,Ahmedabad,TN,560001,1/15/2025,NetBanking,Returned
1039,Amit,Das,amit.das@email.com,Camera,2,30000,Ahmedabad,TN,560001,1/18/2025,COD,Delivered
1040,Anil,Gupta,anil.gupta@email.com,Mobile,,30000,Delhi,GJ,600001,1/14/2025,Upi,Cancelled
1041,Sita,Singh,sita.singh@email.com,Headphones,1,1500,Hyd,TS,560001,1/11/2025,Credit card,Pending
1042,Sneha,Das,sneha.das@email.com,Headphones,1,1500,Chennai,KA,400001,1/15/2025,Credit card,Cancelled
1043,Amit,Nair,amit.nair@email.com,Mobile,2,2000,,TS,600001,1/15/2025,COD,Pending
1044,Kiran,Gupta,kiran.gupta@email.com,Tablet,3,55000,,KA,110001,1/14/2025,Credit card,Returned
1045,Pooja,Sharma,pooja.sharma@email.com,Keyboard,,30000,Ahmedabad,TS,500001,1/10/2025,Credit card,Cancelled
1046,Amit,Kumar,amit.kumar@email.com,Headphones,,,Delhi,TS,500001,1/16/2025,NetBanking,Pending
1047,Priya,Das,priya.das@email.com,Mobile,1,2000,Mumbai,WB,380001,1/16/2025,NetBanking,Delivered
1048,Anil,Kumar,anil.kumar@email.com,Headphones,3,55000,Hyd,WB,500001,1/20/2025,UPI,Returned
1049,Amit,Das,amit.das@email.com,Charger,,,Ahmedabad,MH,600001,1/19/2025,Credit card,Delivered
1050,Anil,Mehta,anil.mehta@email.com,Laptop,3,,Kolkata,WB,600001,1/18/2025,NetBanking,Cancelled
1051,Anil,Nair,anil.nair@email.com,Charger,,30000,Mumbai,MH,560001,1/15/2025,,Delivered
1052,Sita,Gupta,,Mouse,2,,Mumbai,MH,110001,1/14/2025,NetBanking,Returned
1053,Ravi,Singh,ravi.singh@email.com,Charger,3,55000,Delhi,WB,,1/18/2025,Credit card,Pending
1054,Rahul,Patel,,Tablet,3,,,GJ,560001,1/20/2025,NetBanking,Returned
1055,Priya,Das,priya.das@email.com,Mouse,2,1500,Pune,WB,600001,1/16/2025,,Cancelled
1056,Amit,Nair,,Keyboard,3,55000,Bangalore,GJ,500001,1/10/2025,Credit card,Cancelled
1057,Anil,Verma,,Headphones,,30000,Delhi,KA,400001,1/16/2025,COD,Cancelled
1058,Sita,Mehta,sita.mehta@email.com,Headphones,2,1500,Delhi,MH,380001,1/19/2025,NetBanking,Returned
1059,Kiran,Das,kiran.das@email.com,Keyboard,,30000,Pune,TS,110001,1/11/2025,COD,Delivered
1060,Rahul,Kumar,rahul.kumar@email.com,Laptop,1,30000,Bangalore,GJ,400001,1/11/2025,UPI,Delivered
1061,Ravi,Das,ravi.das@email.com,Camera,3,2000,Mumbai,GJ,500001,1/20/2025,Credit card,Pending
1062,Ravi,Kumar,,Camera,3,1500,Hyderabad,MH,400001,1/14/2025,Credit Card,Pending
1063,Vikas,Singh,vikas.singh@email.com,Mobile,,,Chennai,DL,110001,1/13/2025,COD,Pending
1064,Anil,Gupta,anil.gupta@email.com,Laptop,1,30000,Delhi,TS,110001,1/12/2025,COD,Cancelled
1065,Pooja,Singh,pooja.singh@email.com,Mouse,1,1500,Bangalore,WB,500001,1/18/2025,COD,Pending
1066,Pooja,Verma,pooja.verma@email.com,Mobile,2,,Pune,MH,,1/12/2025,Credit Card,Delivered
1067,Priya,Singh,,Camera,3,30000,Pune,GJ,560001,1/12/2025,NetBanking,Delivered
1068,Sita,Kumar,sita.kumar@email.com,Camera,1,30000,Kolkata,GJ,380001,1/11/2025,,Delivered
1069,Vikas,Sharma,vikas.sharma@email.com,Mouse,3,55000,Hyderabad,MH,560001,1/16/2025,NetBanking,Returned
1070,Ravi,Reddy,ravi.reddy@email.com,Laptop,1,55000,Ahmedabad,KA,560001,1/17/2025,NetBanking,Returned
1071,Kiran,Kumar,kiran.kumar@email.com,Mouse,3,30000,Ahmedabad,DL,500001,1/10/2025,UPI,Cancelled
1072,Ravi,Mehta,ravi.mehta@email.com,Camera,3,30000,Delhi,TN,560001,1/15/2025,NetBanking,Delivered
1073,Ravi,Nair,ravi.nair@email.com,Charger,2,55000,Pune,MH,560001,1/18/2025,COD,Pending
1074,Sita,Das,sita.das@email.com,Mobile,,,,MH,560001,1/10/2025,NetBanking,Delivered
1075,Vikas,Kumar,vikas.kumar@email.com,Keyboard,2,30000,,KA,560001,1/15/2025,COD,Pending
1076,Amit,Patel,amit.patel@email.com,Laptop,3,30000,Bangalore,TS,500001,1/10/2025,Credit Card,Returned
1077,Priya,Patel,priya.patel@email.com,Headphones,2,30000,,TN,560001,1/14/2025,NetBanking,Delivered
1078,Priya,Singh,priya.singh@email.com,Keyboard,,30000,Pune,MH,560001,1/16/2025,Credit Card,Returned
1079,Pooja,Patel,pooja.patel@email.com,Mobile,3,1500,Mumbai,DL,500001,1/15/2025,,Cancelled
1080,Amit,Mehta,amit.mehta@email.com,Camera,2,1500,Chennai,TN,400001,1/17/2025,COD,Cancelled
1081,Anil,Mehta,anil.mehta@email.com,Camera,,55000,Ahmedabad,TN,400001,1/17/2025,NetBanking,Delivered
1082,Vikas,Mehta,vikas.mehta@email.com,Laptop,,1500,Hyderabad,GJ,600001,1/20/2025,,Returned
1083,Rahul,Sharma,rahul.sharma@email.com,Keyboard,2,2000,Mumbai,TS,380001,1/17/2025,,Returned
1084,Pooja,Singh,pooja.singh@email.com,Headphones,3,,Bang,TN,400001,1/19/2025,Credit Card,Pending
1085,Anil,Patel,anil.patel@email.com,Mobile,3,30000,Bang,DL,600001,1/11/2025,Credit Card,Returned
1086,Pooja,Patel,pooja.patel@email.com,Keyboard,1,55000,Chennai,MH,110001,1/15/2025,COD,Pending
1087,Kiran,Verma,kiran.verma@email.com,Mobile,,1500,Bang,WB,560001,1/20/2025,UPI,Returned
1088,Sita,Kumar,sita.kumar@email.com,Mobile,1,55000,Hyderabad,MH,380001,1/11/2025,Credit Card,Returned
1089,Sneha,Singh,,Keyboard,,30000,Delhi,MH,600001,1/16/2025,COD,Returned
1090,Amit,Mehta,amit.mehta@email.com,Charger,2,,Ahmedabad,TS,380001,1/15/2025,Credit Card,Cancelled
1091,Pooja,Kumar,pooja.kumar@email.com,Mouse,2,,Kolkata,TN,560001,1/15/2025,COD,Delivered
1092,Anil,Mehta,anil.mehta@email.com,Headphones,2,1500,,KA,380001,1/20/2025,UPI,Cancelled
1093,Kiran,Sharma,kiran.sharma@email.com,Charger,,1500,Bang,DL,110001,1/17/2025,COD,Pending
1094,Kiran,Kumar,kiran.kumar@email.com,Tablet,1,30000,Pune,TN,110001,1/19/2025,COD,Delivered
1095,Sita,Kumar,sita.kumar@email.com,Tablet,,2000,,KA,400001,1/14/2025,,Returned
1096,Kiran,Reddy,kiran.reddy@email.com,Keyboard,,30000,Hyderabad,WB,500001,1/14/2025,COD,Pending
1097,Kiran,Kumar,,Tablet,1,55000,Kolkata,TS,560001,1/20/2025,COD,Pending
1098,Kiran,Reddy,kiran.reddy@email.com,Charger,3,55000,Ahmedabad,MH,,1/17/2025,,Pending
1099,Amit,Verma,amit.verma@email.com,Camera,1,30000,Bang,WB,380001,1/20/2025,UPI,Delivered
1100,Sneha,Sharma,sneha.sharma@email.com,Laptop,3,55000,Bangalore,GJ,600001,1/11/2025,NetBanking,Returned
1101,Priya,Patel,priya.patel@email.com,Tablet,,2000,Mumbai,DL,110001,1/10/2025,,Returned
1102,Pooja,Reddy,pooja.reddy@email.com,Mouse,1,,,TN,560001,1/13/2025,COD,Cancelled
1103,Sneha,Mehta,sneha.mehta@email.com,Keyboard,3,1500,Bangalore,WB,500001,1/12/2025,UPI,Delivered
1104,Sita,Verma,sita.verma@email.com,Laptop,3,55000,Hyderabad,KA,,1/13/2025,Credit Card,Pending
1105,Anil,Sharma,anil.sharma@email.com,Laptop,1,1500,Bangalore,MH,400001,1/11/2025,COD,Pending
1106,Vikas,Kumar,vikas.kumar@email.com,Laptop,3,,Kolkata,TN,500001,1/12/2025,NetBanking,Delivered
1107,Kiran,Sharma,,Camera,2,2000,Kolkata,TN,600001,1/20/2025,,Pending
1108,Vikas,Das,vikas.das@email.com,Camera,3,55000,Chennai,KA,380001,1/19/2025,NetBanking,Pending
1109,Amit,Sharma,amit.sharma@email.com,Laptop,3,,Bangalore,TN,400001,1/14/2025,NetBanking,Returned
1110,Amit,Patel,amit.patel@email.com,Mobile,,2000,Kolkata,MH,380001,1/11/2025,,Delivered
1111,Pooja,Patel,pooja.patel@email.com,Charger,3,2000,Hyderabad,DL,560001,1/14/2025,,Pending
1112,Rahul,Mehta,rahul.mehta@email.com,Keyboard,3,2000,,KA,380001,1/14/2025,COD,Cancelled
1113,Kiran,Das,kiran.das@email.com,Tablet,1,1500,Hyderabad,GJ,500001,1/15/2025,COD,Pending
1114,Anil,Patel,anil.patel@email.com,Laptop,2,,Ahmedabad,TN,110001,1/10/2025,NetBanking,Delivered
1115,Pooja,Patel,pooja.patel@email.com,Headphones,1,,Kolkata,TN,500001,1/10/2025,UPI,Returned
1116,Pooja,Das,pooja.das@email.com,Mouse,,,Pune,GJ,380001,1/10/2025,Credit Card,Pending
1117,Pooja,Singh,pooja.singh@email.com,Tablet,3,2000,Hyderabad,WB,560001,1/10/2025,UPI,Pending
1118,Amit,Reddy,,Tablet,,30000,Pune,MH,500001,1/19/2025,,Pending
1119,Amit,Reddy,amit.reddy@email.com,Mouse,2,2000,,KA,400001,1/20/2025,Credit Card,Pending
1120,Ravi,Das,ravi.das@email.com,Mobile,3,1500,Ahmedabad,GJ,500001,1/20/2025,UPI,Pending
1121,Pooja,Das,pooja.das@email.com,Headphones,3,,Delhi,MH,110001,1/17/2025,,Returned
1122,Ravi,Gupta,ravi.gupta@email.com,Headphones,1,,Mumbai,TN,110001,1/18/2025,NetBanking,Pending
1123,Vikas,Patel,vikas.patel@email.com,Keyboard,3,1500,Hyderabad,TN,560001,1/17/2025,NetBanking,Returned
1124,Sneha,Kumar,sneha.kumar@email.com,Laptop,2,30000,Kolkata,MH,,1/17/2025,UPI,Delivered
1125,Sita,Sharma,sita.sharma@email.com,Camera,2,55000,Mumbai,TN,110001,1/15/2025,COD,Delivered
1126,Rahul,Reddy,rahul.reddy@email.com,Headphones,3,1500,Delhi,TN,600001,1/20/2025,Credit Card,Delivered
1127,Anil,Das,anil.das@email.com,Keyboard,3,,Hyderabad,DL,400001,1/18/2025,UPI,Cancelled
1128,Pooja,Reddy,pooja.reddy@email.com,Laptop,2,2000,Delhi,TN,560001,1/13/2025,COD,Pending
1129,Kiran,Mehta,kiran.mehta@email.com,Charger,1,1500,Chennai,TN,560001,1/20/2025,NetBanking,Returned
1130,Rahul,Verma,rahul.verma@email.com,Headphones,3,,,WB,560001,1/14/2025,UPI,Cancelled
1131,Vikas,Singh,vikas.singh@email.com,Camera,3,30000,Ahmedabad,TN,500001,1/16/2025,COD,Pending
1132,Anil,Sharma,anil.sharma@email.com,Headphones,3,,Kolkata,MH,,1/20/2025,UPI,Cancelled
1133,Pooja,Nair,pooja.nair@email.com,Mouse,1,55000,Kolkata,TS,,1/17/2025,COD,Cancelled
1134,Ravi,Kumar,ravi.kumar@email.com,Mobile,,1500,Ahmedabad,TN,110001,1/20/2025,COD,Returned
1135,Amit,Reddy,amit.reddy@email.com,Laptop,1,1500,Hyderabad,KA,110001,1/12/2025,Credit Card,Returned
1136,Sita,Singh,sita.singh@email.com,Mobile,3,2000,Bangalore,GJ,400001,1/16/2025,UPI,Pending
1137,Anil,Nair,anil.nair@email.com,Tablet,3,2000,Bangalore,DL,600001,1/14/2025,NetBanking,Returned
1138,Anil,Verma,anil.verma@email.com,Tablet,3,55000,Hyderabad,GJ,380001,1/15/2025,NetBanking,Cancelled
1139,Vikas,Patel,vikas.patel@email.com,Mobile,2,,Delhi,GJ,400001,1/19/2025,,Cancelled
1140,Pooja,Kumar,,Tablet,3,2000,Chennai,TS,560001,1/13/2025,,Delivered
1141,Sneha,Verma,sneha.verma@email.com,Mouse,1,30000,Delhi,MH,380001,1/16/2025,COD,Cancelled
1142,Pooja,Singh,pooja.singh@email.com,Mouse,,,Chennai,DL,,1/13/2025,,Pending
1143,Priya,Reddy,priya.reddy@email.com,Laptop,3,2000,Bangalore,TS,400001,1/16/2025,COD,Cancelled
1144,Ravi,Verma,,Mouse,,1500,Ahmedabad,TN,,1/12/2025,Credit Card,Delivered
1145,Kiran,Das,kiran.das@email.com,Camera,3,,,TN,600001,1/15/2025,UPI,Pending
1146,Sneha,Patel,sneha.patel@email.com,Charger,1,1500,Ahmedabad,MH,600001,1/20/2025,,Returned
1147,Amit,Mehta,amit.mehta@email.com,Keyboard,3,1500,Ahmedabad,GJ,400001,1/12/2025,COD,Delivered
1148,Pooja,Singh,pooja.singh@email.com,Charger,3,2000,Hyderabad,TS,,1/20/2025,NetBanking,Delivered
1149,Anil,Verma,anil.verma@email.com,Laptop,,2000,Kolkata,KA,110001,1/19/2025,COD,Pending
1150,Sita,Sharma,,Camera,,2000,Hyderabad,WB,,1/20/2025,UPI,Pending
1151,Ravi,Singh,ravi.singh@email.com,Keyboard,3,1500,Pune,TN,110001,1/13/2025,Credit Card,Returned
1152,Sita,Patel,sita.patel@email.com,Headphones,2,30000,Mumbai,MH,500001,1/14/2025,Credit Card,Cancelled
1153,Sneha,Kumar,,Charger,2,1500,Hyderabad,MH,600001,1/20/2025,COD,Cancelled
1154,Sneha,Gupta,sneha.gupta@email.com,Headphones,3,1500,Pune,MH,110001,1/20/2025,Credit Card,Returned
1155,Amit,Das,amit.das@email.com,Charger,2,2000,Chennai,MH,560001,1/13/2025,,Pending
1156,Vikas,Nair,vikas.nair@email.com,Charger,3,2000,Chennai,DL,600001,1/16/2025,NetBanking,Delivered
1157,Pooja,Mehta,pooja.mehta@email.com,Camera,3,,Chennai,DL,560001,1/10/2025,Credit Card,Cancelled
1158,Priya,Mehta,priya.mehta@email.com,Charger,1,1500,Delhi,TN,600001,1/20/2025,NetBanking,Cancelled
1159,Sneha,Mehta,sneha.mehta@email.com,Mouse,1,,Bangalore,GJ,500001,1/18/2025,Credit Card,Pending
1160,Pooja,Kumar,pooja.kumar@email.com,Laptop,,55000,Pune,WB,110001,1/16/2025,NetBanking,Returned
1161,Pooja,Das,pooja.das@email.com,Mobile,1,2000,Ahmedabad,TN,500001,1/15/2025,UPI,Cancelled
1162,Ravi,Patel,ravi.patel@email.com,Headphones,2,1500,Ahmedabad,KA,110001,1/10/2025,COD,Delivered
1163,Ravi,Reddy,ravi.reddy@email.com,Charger,,30000,Delhi,GJ,110001,1/19/2025,Credit Card,Returned
1164,Pooja,Patel,pooja.patel@email.com,Headphones,1,2000,Delhi,KA,,1/14/2025,NetBanking,Delivered
1165,Anil,Reddy,anil.reddy@email.com,Laptop,1,30000,Mumbai,MH,380001,1/16/2025,NetBanking,Pending
1166,Sita,Gupta,sita.gupta@email.com,Camera,2,30000,Chennai,WB,600001,1/12/2025,UPI,Pending
1167,Vikas,Singh,vikas.singh@email.com,Mobile,2,30000,,DL,600001,1/16/2025,Credit Card,Pending
1168,Rahul,Gupta,rahul.gupta@email.com,Headphones,1,1500,Pune,WB,110001,1/15/2025,COD,Cancelled
1169,Sita,Patel,sita.patel@email.com,Tablet,,,Hyderabad,DL,500001,1/11/2025,,Pending
1170,Ravi,Nair,ravi.nair@email.com,Headphones,3,55000,Pune,DL,500001,1/17/2025,UPI,Returned
1171,Rahul,Nair,rahul.nair@email.com,Mouse,1,2000,Pune,TS,560001,1/20/2025,,Delivered
1172,Sneha,Reddy,sneha.reddy@email.com,Mobile,3,55000,Bangalore,WB,380001,1/16/2025,UPI,Cancelled
1173,Sita,Das,sita.das@email.com,Mouse,1,30000,Ahmedabad,MH,500001,1/18/2025,NetBanking,Returned
1174,Anil,Sharma,anil.sharma@email.com,Keyboard,2,55000,Mumbai,TS,500001,1/14/2025,,Cancelled
1175,Kiran,Gupta,kiran.gupta@email.com,Headphones,,,Bangalore,GJ,600001,1/19/2025,COD,Returned
1176,Ravi,Mehta,ravi.mehta@email.com,Camera,3,55000,Ahmedabad,WB,380001,1/14/2025,Credit Card,Cancelled
1177,Priya,Reddy,priya.reddy@email.com,Keyboard,2,55000,Kolkata,MH,600001,1/19/2025,UPI,Cancelled
1178,Rahul,Sharma,,Mobile,2,1500,Kolkata,MH,560001,1/12/2025,UPI,Pending
1179,Sneha,Verma,,Keyboard,1,30000,Bangalore,KA,560001,1/11/2025,,Returned
1180,Vikas,Reddy,vikas.reddy@email.com,Laptop,,30000,Bangalore,GJ,110001,1/11/2025,COD,Returned
1181,Sita,Kumar,sita.kumar@email.com,Laptop,2,2000,Kolkata,MH,560001,1/16/2025,NetBanking,Returned
1182,Amit,Verma,amit.verma@email.com,Keyboard,,1500,,TN,500001,1/11/2025,COD,Returned
1183,Ravi,Das,ravi.das@email.com,Keyboard,3,30000,Chennai,MH,,1/19/2025,Credit Card,Delivered
1184,Sita,Gupta,sita.gupta@email.com,Tablet,1,30000,Hyderabad,MH,560001,1/14/2025,NetBanking,Cancelled
1185,Pooja,Gupta,,Keyboard,3,1500,Ahmedabad,WB,560001,1/10/2025,Credit Card,Pending
1186,Vikas,Kumar,vikas.kumar@email.com,Laptop,,1500,Pune,WB,,1/12/2025,,Delivered
1187,Sneha,Nair,sneha.nair@email.com,Mouse,1,,Bangalore,TS,400001,1/14/2025,,Returned
1188,Vikas,Sharma,vikas.sharma@email.com,Headphones,,,Mumbai,KA,500001,1/10/2025,,Returned
1189,Vikas,Mehta,vikas.mehta@email.com,Charger,2,30000,,TN,400001,1/13/2025,COD,Returned
1190,Kiran,Das,kiran.das@email.com,Mouse,1,1500,Ahmedabad,MH,380001,1/17/2025,COD,Delivered
1191,Amit,Nair,amit.nair@email.com,Mouse,,2000,Bangalore,DL,,1/20/2025,NetBanking,Cancelled
1192,Ravi,Das,ravi.das@email.com,Camera,3,1500,Mumbai,TS,380001,1/10/2025,NetBanking,Delivered
1193,Ravi,Das,ravi.das@email.com,Camera,2,2000,Mumbai,MH,380001,1/11/2025,UPI,Returned
1194,Priya,Verma,priya.verma@email.com,Keyboard,3,1500,Mumbai,TS,500001,1/15/2025,UPI,Delivered
1195,Ravi,Das,ravi.das@email.com,Mobile,1,30000,Mumbai,MH,110001,1/15/2025,NetBanking,Delivered
1196,Amit,Sharma,amit.sharma@email.com,Mobile,3,,Bangalore,TN,560001,1/13/2025,COD,Pending
1197,Pooja,Sharma,pooja.sharma@email.com,Camera,1,2000,,TS,500001,1/20/2025,UPI,Cancelled
1198,Vikas,Kumar,,Camera,,55000,,KA,560001,1/16/2025,NetBanking,Delivered
1199,Amit,Reddy,amit.reddy@email.com,Camera,2,,Hyderabad,KA,600001,1/11/2025,COD,Pending
1200,Pooja,Gupta,pooja.gupta@email.com,Tablet,2,30000,Ahmedabad,KA,,1/15/2025,UPI,Delivered
1002,Sita,Nair,,Mouse,1,2000,Bangalore,DL,600001,1/12/2025,,Cancelled
1042,Sneha,Das,sneha.das@email.com,Headphones,1,1500,Chennai,KA,400001,1/15/2025,Credit Card,Cancelled
1151,Ravi,Singh,ravi.singh@email.com,Keyboard,3,1500,Pune,TN,110001,1/13/2025,Credit Card,Returned
1069,Vikas,Sharma,vikas.sharma@email.com,Mouse,3,55000,Hyderabad,MH,560001,1/16/2025,NetBanking,Returned
1028,Sita,Mehta,sita.mehta@email.com,Charger,1,1500,Bangalore,WB,380001,1/14/2025,UPI,Delivered
1003,Kiran,Mehta,kiran.mehta@email.com,Keyboard,1,55000,Delhi,TS,500001,1/19/2025,COD,Cancelled
1006,Pooja,Verma,pooja.verma@email.com,Mobile,1,30000,Mumbai,TN,110001,1/16/2025,NetBanking,Pending
1013,Sita,Singh,sita.singh@email.com,Mouse,1,30000,Delhi,GJ,600001,1/14/2025,COD,Delivered
1031,Vikas,Kumar,vikas.kumar@email.com,Tablet,3,55000,Mumbai,DL,500001,1/16/2025,COD,Pending
1039,Amit,Das,amit.das@email.com,Camera,2,30000,Ahmedabad,TN,560001,1/18/2025,COD,Delivered
1048,Anil,Kumar,anil.kumar@email.com,Headphones,3,55000,Hyd,WB,500001,1/20/2025,UPI,Returned
1055,Priya,Das,priya.das@email.com,Mouse,2,1500,Pune,WB,600001,1/16/2025,,Cancelled
1059,Kiran,Das,kiran.das@email.com,Keyboard,,30000,Pune,TS,110001,1/11/2025,COD,Delivered
1060,Rahul,Kumar,rahul.kumar@email.com,Laptop,1,30000,Bangalore,GJ,400001,1/11/2025,UPI,Delivered
1061,Ravi,Das,ravi.das@email.com,Camera,3,2000,Mumbai,GJ,500001,1/20/2025,Credit card,Pending
